Date,Website country,User Country,Device Category,Site visits,Bookings,Booking Tool visits
1970-01-01 00:00:00.020220913,NL,NL,mobile,11178,170,6954
1970-01-01 00:00:00.020220902,NL,NL,mobile,11049,156,6639
1970-01-01 00:00:00.020220925,NL,NL,mobile,11043,141,7080
1970-01-01 00:00:00.020220924,NL,NL,desktop,10895,937,6810
1970-01-01 00:00:00.020220916,NL,NL,mobile,10795,133,6170
1970-01-01 00:00:00.020220830,NL,NL,mobile,10726,177,6637
1970-01-01 00:00:00.020220910,NL,NL,mobile,10645,169,6765
1970-01-01 00:00:00.020220909,NL,NL,mobile,10568,189,6497
1970-01-01 00:00:00.020220903,NL,NL,mobile,10556,152,6422
1970-01-01 00:00:00.020220827,NL,NL,desktop,10547,1034,6829
1970-01-01 00:00:00.020220826,NL,NL,mobile,10442,179,6127
1970-01-01 00:00:00.020220915,US,US,desktop,10392,585,4919
1970-01-01 00:00:00.020220920,US,US,desktop,10334,599,5028
1970-01-01 00:00:00.020220914,NL,NL,mobile,10194,190,6315
1970-01-01 00:00:00.020220912,US,US,desktop,10167,588,4981
1970-01-01 00:00:00.020220919,NL,NL,mobile,10161,142,6029
1970-01-01 00:00:00.020220921,NL,NL,mobile,10101,142,6319
1970-01-01 00:00:00.020220903,NL,NL,desktop,10097,994,6346
1970-01-01 00:00:00.020220920,NL,NL,mobile,10091,133,6185
1970-01-01 00:00:00.020220914,US,US,desktop,9931,684,4963
1970-01-01 00:00:00.020220924,NL,NL,mobile,9900,129,6186
1970-01-01 00:00:00.020220907,US,US,desktop,9833,604,4968
1970-01-01 00:00:00.020220926,NL,NL,mobile,9814,126,6305
1970-01-01 00:00:00.020220919,US,US,desktop,9726,595,4630
1970-01-01 00:00:00.020220915,NL,NL,mobile,9697,141,6038
1970-01-01 00:00:00.020220908,US,US,desktop,9541,640,4831
1970-01-01 00:00:00.020220916,US,US,desktop,9510,591,4382
1970-01-01 00:00:00.020220927,US,US,desktop,9331,608,4786
1970-01-01 00:00:00.020220923,NL,NL,mobile,9314,145,5635
1970-01-01 00:00:00.020220927,NL,NL,mobile,9189,150,6077
1970-01-01 00:00:00.020220921,US,US,desktop,9179,571,4661
1970-01-01 00:00:00.020220922,NL,NL,mobile,9172,142,5745
1970-01-01 00:00:00.020220929,NL,NL,mobile,9119,134,5516
1970-01-01 00:00:00.020220922,US,US,desktop,9029,585,4475
1970-01-01 00:00:00.020220926,US,US,desktop,8981,569,4470
1970-01-01 00:00:00.020220928,NL,NL,mobile,8918,148,5697
1970-01-01 00:00:00.020220909,US,US,desktop,8799,609,4347
1970-01-01 00:00:00.020220928,US,US,desktop,8718,642,4535
1970-01-01 00:00:00.020220906,US,US,desktop,8585,604,4587
1970-01-01 00:00:00.020220829,US,US,desktop,8278,560,3904
1970-01-01 00:00:00.020220923,US,US,desktop,8226,508,4002
1970-01-01 00:00:00.020220929,US,US,desktop,8167,535,4231
1970-01-01 00:00:00.020220824,US,US,desktop,8100,609,4010
1970-01-01 00:00:00.020220823,US,US,desktop,7986,620,4185
1970-01-01 00:00:00.020220901,US,US,desktop,7969,570,4223
1970-01-01 00:00:00.020220830,US,US,desktop,7846,565,3975
1970-01-01 00:00:00.020220822,US,US,desktop,7769,602,3914
1970-01-01 00:00:00.020220831,US,US,desktop,7769,600,4082
1970-01-01 00:00:00.020220825,US,US,desktop,7746,549,3617
1970-01-01 00:00:00.020220917,US,US,mobile,7723,119,2703
1970-01-01 00:00:00.020220902,US,US,desktop,7547,531,4077
1970-01-01 00:00:00.020220826,US,US,desktop,7454,502,3569
1970-01-01 00:00:00.020220918,US,US,mobile,7250,119,2824
1970-01-01 00:00:00.020220917,US,US,desktop,7204,394,3444
1970-01-01 00:00:00.020220916,US,US,mobile,7178,110,2655
1970-01-01 00:00:00.020220911,US,US,desktop,7102,468,3719
1970-01-01 00:00:00.020220918,US,US,desktop,7100,438,3533
1970-01-01 00:00:00.020220915,US,US,mobile,6871,107,2783
1970-01-01 00:00:00.020220912,US,US,mobile,6827,118,2743
1970-01-01 00:00:00.020220914,US,US,mobile,6767,125,2738
1970-01-01 00:00:00.020220910,US,US,desktop,6765,462,3338
1970-01-01 00:00:00.020220911,US,US,mobile,6740,125,2698
1970-01-01 00:00:00.020220919,US,US,mobile,6739,113,2695
1970-01-01 00:00:00.020220905,US,US,desktop,6657,410,3644
1970-01-01 00:00:00.020220913,US,US,mobile,6636,123,2683
1970-01-01 00:00:00.020220920,US,US,mobile,6582,117,2582
1970-01-01 00:00:00.020220925,US,US,mobile,6490,124,2634
1970-01-01 00:00:00.020220921,US,US,mobile,6353,88,2570
1970-01-01 00:00:00.020220908,US,US,mobile,6283,117,2550
1970-01-01 00:00:00.020220923,US,US,mobile,6227,141,2413
1970-01-01 00:00:00.020220926,US,US,mobile,6218,122,2439
1970-01-01 00:00:00.020220925,US,US,desktop,6212,410,3236
1970-01-01 00:00:00.020220922,US,US,mobile,6203,103,2587
1970-01-01 00:00:00.020220827,US,US,desktop,6171,395,2742
1970-01-01 00:00:00.020220929,US,US,mobile,6163,121,2491
1970-01-01 00:00:00.020220909,US,US,mobile,6063,130,2363
1970-01-01 00:00:00.020220910,US,US,mobile,6059,130,2375
1970-01-01 00:00:00.020220927,US,US,mobile,6041,114,2464
1970-01-01 00:00:00.020220928,US,US,mobile,6022,122,2501
1970-01-01 00:00:00.020220924,US,US,desktop,5964,397,3025
1970-01-01 00:00:00.020220912,US,NL,desktop,5929,167,2156
1970-01-01 00:00:00.020220924,US,US,mobile,5840,125,2292
1970-01-01 00:00:00.020220913,US,NL,desktop,5711,129,1945
1970-01-01 00:00:00.020220828,US,US,desktop,5706,334,2800
1970-01-01 00:00:00.020220926,US,NL,desktop,5625,158,2154
1970-01-01 00:00:00.020220919,US,NL,desktop,5612,123,1985
1970-01-01 00:00:00.020220920,US,NL,desktop,5471,110,1922
1970-01-01 00:00:00.020220921,US,NL,desktop,5396,136,1964
1970-01-01 00:00:00.020220903,US,US,desktop,5353,387,2874
1970-01-01 00:00:00.020220907,US,US,mobile,5346,124,2212
1970-01-01 00:00:00.020220904,US,US,desktop,5270,360,2904
1970-01-01 00:00:00.020220922,US,NL,desktop,5166,129,1955
1970-01-01 00:00:00.020220927,US,NL,desktop,5160,170,1940
1970-01-01 00:00:00.020220914,US,NL,desktop,5139,122,1819
1970-01-01 00:00:00.020220915,US,NL,desktop,5087,129,1723
1970-01-01 00:00:00.020220905,DE,DE,desktop,5045,297,3328
1970-01-01 00:00:00.020220908,US,NL,desktop,5015,129,1924
1970-01-01 00:00:00.020220917,US,NL,mobile,4967,41,1244
1970-01-01 00:00:00.020220916,US,NL,desktop,4939,121,1666
1970-01-01 00:00:00.020220906,DE,DE,desktop,4916,351,3378
1970-01-01 00:00:00.020220829,DE,DE,desktop,4888,378,3166
1970-01-01 00:00:00.020220912,DE,DE,desktop,4782,302,3170
1970-01-01 00:00:00.020220822,DE,DE,desktop,4759,304,3118
1970-01-01 00:00:00.020220901,DE,DE,desktop,4751,337,3117
1970-01-01 00:00:00.020220928,US,NL,desktop,4721,133,1753
1970-01-01 00:00:00.020220913,DE,DE,desktop,4720,357,3198
1970-01-01 00:00:00.020220909,US,NL,desktop,4703,120,1695
1970-01-01 00:00:00.020220926,DE,DE,desktop,4701,290,3060
1970-01-01 00:00:00.020220923,US,NL,desktop,4658,128,1636
1970-01-01 00:00:00.020220830,DE,DE,desktop,4648,342,3087
1970-01-01 00:00:00.020220929,US,NL,desktop,4640,134,1674
1970-01-01 00:00:00.020220908,DE,DE,desktop,4574,340,3088
1970-01-01 00:00:00.020220831,DE,DE,desktop,4544,354,3000
1970-01-01 00:00:00.020220823,DE,DE,desktop,4541,291,2926
1970-01-01 00:00:00.020220918,US,NL,mobile,4538,31,1446
1970-01-01 00:00:00.020220914,DE,DE,desktop,4530,332,3092
1970-01-01 00:00:00.020220919,DE,DE,desktop,4488,276,2996
1970-01-01 00:00:00.020220907,US,NL,desktop,4446,113,1840
1970-01-01 00:00:00.020220927,DE,DE,desktop,4422,331,3035
1970-01-01 00:00:00.020220824,DE,DE,desktop,4381,292,2847
1970-01-01 00:00:00.020220920,DE,DE,desktop,4299,261,2757
1970-01-01 00:00:00.020220907,DE,DE,desktop,4234,343,2847
1970-01-01 00:00:00.020220915,DE,DE,desktop,4215,283,2842
1970-01-01 00:00:00.020220825,DE,DE,desktop,4006,280,2573
1970-01-01 00:00:00.020220928,DE,DE,desktop,3999,299,2742
1970-01-01 00:00:00.020220912,US,NL,mobile,3992,29,1321
1970-01-01 00:00:00.020220916,US,NL,mobile,3992,27,1116
1970-01-01 00:00:00.020220925,US,NL,mobile,3953,34,1439
1970-01-01 00:00:00.020220916,DE,DE,desktop,3917,274,2531
1970-01-01 00:00:00.020220918,US,NL,desktop,3913,104,1364
1970-01-01 00:00:00.020220921,DE,DE,desktop,3894,256,2648
1970-01-01 00:00:00.020220929,DE,DE,desktop,3845,296,2544
1970-01-01 00:00:00.020220902,DE,DE,desktop,3825,273,2484
1970-01-01 00:00:00.020220905,US,US,mobile,3792,82,1901
1970-01-01 00:00:00.020220911,US,NL,mobile,3779,33,1352
1970-01-01 00:00:00.020220909,DE,DE,desktop,3774,262,2527
1970-01-01 00:00:00.020220922,DE,DE,desktop,3712,268,2418
1970-01-01 00:00:00.020220831,US,US,mobile,3684,96,1791
1970-01-01 00:00:00.020220827,US,US,mobile,3629,71,1781
1970-01-01 00:00:00.020220826,DE,DE,desktop,3605,257,2365
1970-01-01 00:00:00.020220911,US,NL,desktop,3603,105,1300
1970-01-01 00:00:00.020220823,US,US,mobile,3599,70,1688
1970-01-01 00:00:00.020220828,US,US,mobile,3593,86,1787
1970-01-01 00:00:00.020220902,US,US,mobile,3590,85,1686
1970-01-01 00:00:00.020220911,DE,DE,desktop,3586,304,2575
1970-01-01 00:00:00.020220922,US,NL,mobile,3582,30,1192
1970-01-01 00:00:00.020220921,US,NL,mobile,3564,25,1187
1970-01-01 00:00:00.020220919,US,NL,mobile,3563,23,1064
1970-01-01 00:00:00.020220913,US,NL,mobile,3555,31,1209
1970-01-01 00:00:00.020220824,US,US,mobile,3539,99,1746
1970-01-01 00:00:00.020220822,US,US,mobile,3511,78,1676
1970-01-01 00:00:00.020220918,DE,DE,desktop,3504,249,2359
1970-01-01 00:00:00.020220904,US,US,mobile,3497,81,1583
1970-01-01 00:00:00.020220906,US,US,mobile,3489,62,1700
1970-01-01 00:00:00.020220903,US,US,mobile,3480,92,1628
1970-01-01 00:00:00.020220920,US,NL,mobile,3477,33,1092
1970-01-01 00:00:00.020220917,US,NL,desktop,3446,74,1014
1970-01-01 00:00:00.020220926,US,NL,mobile,3443,19,1237
1970-01-01 00:00:00.020220924,US,NL,mobile,3441,26,1169
1970-01-01 00:00:00.020220826,US,US,mobile,3429,68,1679
1970-01-01 00:00:00.020220901,US,US,mobile,3428,95,1614
1970-01-01 00:00:00.020220923,US,NL,mobile,3423,28,1071
1970-01-01 00:00:00.020220828,DE,DE,desktop,3409,255,2391
1970-01-01 00:00:00.020220908,US,NL,mobile,3409,31,1195
1970-01-01 00:00:00.020220830,US,US,mobile,3395,78,1550
1970-01-01 00:00:00.020220829,US,US,mobile,3392,73,1632
1970-01-01 00:00:00.020220925,US,NL,desktop,3370,91,1167
1970-01-01 00:00:00.020220825,US,US,mobile,3368,86,1613
1970-01-01 00:00:00.020220914,US,NL,mobile,3363,27,1120
1970-01-01 00:00:00.020220923,DE,DE,desktop,3354,210,2115
1970-01-01 00:00:00.020220822,NO,NO,desktop,3351,238,2465
1970-01-01 00:00:00.020220929,US,NL,mobile,3341,30,1142
1970-01-01 00:00:00.020220925,DE,DE,desktop,3300,227,2296
1970-01-01 00:00:00.020220910,US,NL,mobile,3290,35,1166
1970-01-01 00:00:00.020220905,NO,NO,desktop,3280,295,2368
1970-01-01 00:00:00.020220927,US,NL,mobile,3277,24,1150
1970-01-01 00:00:00.020220904,DE,DE,desktop,3264,243,2298
1970-01-01 00:00:00.020220909,US,NL,mobile,3227,41,1041
1970-01-01 00:00:00.020220912,NO,NO,desktop,3220,250,2285
1970-01-01 00:00:00.020220915,US,NL,mobile,3212,26,1057
1970-01-01 00:00:00.020220928,US,NL,mobile,3148,24,1082
1970-01-01 00:00:00.020220926,NO,NO,desktop,3115,253,2174
1970-01-01 00:00:00.020220906,NO,NO,desktop,3100,252,2272
1970-01-01 00:00:00.020220913,NO,NO,desktop,3016,230,2168
1970-01-01 00:00:00.020220824,NL,US,mobile,3001,46,1505
1970-01-01 00:00:00.020220829,NO,NO,desktop,2987,275,2214
1970-01-01 00:00:00.020220924,US,NL,desktop,2984,68,976
1970-01-01 00:00:00.020220910,US,NL,desktop,2960,77,974
1970-01-01 00:00:00.020220901,IT,IT,desktop,2959,178,2188
1970-01-01 00:00:00.020220823,NO,NO,desktop,2947,234,2174
1970-01-01 00:00:00.020220905,IT,IT,desktop,2923,179,2095
1970-01-01 00:00:00.020220823,NL,US,mobile,2896,57,1547
1970-01-01 00:00:00.020220824,NO,NO,desktop,2881,241,2082
1970-01-01 00:00:00.020220918,NL,US,mobile,2881,32,1413
1970-01-01 00:00:00.020220910,DE,DE,desktop,2877,198,1953
1970-01-01 00:00:00.020220907,NO,NO,desktop,2860,223,2013
1970-01-01 00:00:00.020220914,NO,NO,desktop,2845,266,2027
1970-01-01 00:00:00.020220907,US,NL,mobile,2844,20,1136
1970-01-01 00:00:00.020220831,NO,NO,desktop,2811,260,1998
1970-01-01 00:00:00.020220919,NO,NO,desktop,2802,234,1962
1970-01-01 00:00:00.020220829,IT,IT,desktop,2800,159,2040
1970-01-01 00:00:00.020220901,NO,NO,desktop,2796,236,1976
1970-01-01 00:00:00.020220912,IT,IT,desktop,2775,171,2008
1970-01-01 00:00:00.020220830,NO,NO,desktop,2774,263,1982
1970-01-01 00:00:00.020220927,NO,NO,desktop,2769,256,1885
1970-01-01 00:00:00.020220904,DE,DE,mobile,2751,41,1763
1970-01-01 00:00:00.020220831,IT,IT,desktop,2732,155,1991
1970-01-01 00:00:00.020220906,IT,IT,desktop,2727,184,1993
1970-01-01 00:00:00.020220917,DE,DE,desktop,2723,176,1788
1970-01-01 00:00:00.020220830,IT,IT,desktop,2711,136,1942
1970-01-01 00:00:00.020220911,DE,DE,mobile,2702,38,1806
1970-01-01 00:00:00.020220825,NO,NO,desktop,2689,201,1920
1970-01-01 00:00:00.020220917,NL,US,mobile,2688,26,1146
1970-01-01 00:00:00.020220927,IT,IT,desktop,2673,152,1951
1970-01-01 00:00:00.020220908,NL,US,mobile,2659,42,1415
1970-01-01 00:00:00.020220907,IT,IT,desktop,2656,149,1982
1970-01-01 00:00:00.020220913,IT,IT,desktop,2630,169,1915
1970-01-01 00:00:00.020220918,DE,DE,mobile,2628,38,1745
1970-01-01 00:00:00.020220828,DE,DE,mobile,2622,63,1648
1970-01-01 00:00:00.020220915,NO,NO,desktop,2600,227,1815
1970-01-01 00:00:00.020220920,NO,NO,desktop,2596,221,1810
1970-01-01 00:00:00.020220922,NO,NO,desktop,2586,196,1763
1970-01-01 00:00:00.020220921,NO,NO,desktop,2573,205,1793
1970-01-01 00:00:00.020220908,NO,NO,desktop,2571,199,1828
1970-01-01 00:00:00.020220903,DE,DE,desktop,2566,192,1691
1970-01-01 00:00:00.020220828,NL,US,mobile,2558,49,1428
1970-01-01 00:00:00.020220901,DE,DE,mobile,2545,48,1500
1970-01-01 00:00:00.020220827,DE,DE,desktop,2532,187,1703
1970-01-01 00:00:00.020220928,NO,NO,desktop,2518,206,1752
1970-01-01 00:00:00.020220908,IT,IT,desktop,2511,171,1864
1970-01-01 00:00:00.020220901,NL,US,mobile,2495,34,1220
1970-01-01 00:00:00.020220904,NL,US,mobile,2483,37,1350
1970-01-01 00:00:00.020220912,NL,US,mobile,2481,30,1233
1970-01-01 00:00:00.020220914,IT,IT,desktop,2479,163,1828
1970-01-01 00:00:00.020220926,IT,IT,desktop,2479,155,1785
1970-01-01 00:00:00.020220902,IT,IT,desktop,2476,167,1754
1970-01-01 00:00:00.020220920,IT,IT,desktop,2455,144,1792
1970-01-01 00:00:00.020220906,DE,DE,mobile,2447,44,1538
1970-01-01 00:00:00.020220905,NL,US,mobile,2437,36,1246
1970-01-01 00:00:00.020220911,NL,US,mobile,2437,28,1313
1970-01-01 00:00:00.020220925,DE,DE,mobile,2431,37,1633
1970-01-01 00:00:00.020220929,NO,NO,desktop,2423,193,1672
1970-01-01 00:00:00.020220822,DE,DE,mobile,2418,39,1501
1970-01-01 00:00:00.020220906,NL,US,mobile,2418,45,1287
1970-01-01 00:00:00.020220915,IT,IT,desktop,2413,135,1704
1970-01-01 00:00:00.020220912,DE,DE,mobile,2412,40,1503
1970-01-01 00:00:00.020220829,NL,US,mobile,2408,44,1240
1970-01-01 00:00:00.020220905,DE,DE,mobile,2392,43,1503
1970-01-01 00:00:00.020220919,IT,IT,desktop,2389,112,1714
1970-01-01 00:00:00.020220903,NL,US,mobile,2383,33,1240
1970-01-01 00:00:00.020220924,DE,DE,desktop,2380,149,1600
1970-01-01 00:00:00.020220831,NL,US,mobile,2377,27,1280
1970-01-01 00:00:00.020220928,IT,IT,desktop,2373,144,1770
1970-01-01 00:00:00.020220830,DE,DE,mobile,2367,44,1468
1970-01-01 00:00:00.020220920,NL,US,mobile,2336,32,1241
1970-01-01 00:00:00.020220831,DE,DE,mobile,2331,42,1375
1970-01-01 00:00:00.020220827,NL,US,mobile,2323,56,1240
1970-01-01 00:00:00.020220902,DE,DE,mobile,2314,43,1385
1970-01-01 00:00:00.020220916,NL,US,mobile,2314,34,1095
1970-01-01 00:00:00.020220822,IT,IT,desktop,2308,127,1618
1970-01-01 00:00:00.020220921,IT,IT,desktop,2305,126,1681
1970-01-01 00:00:00.020220823,DE,DE,mobile,2299,32,1450
1970-01-01 00:00:00.020220917,DE,DE,mobile,2298,17,1357
1970-01-01 00:00:00.020220828,NO,NO,desktop,2297,237,1739
1970-01-01 00:00:00.020220823,IT,IT,desktop,2292,118,1604
1970-01-01 00:00:00.020220929,IT,IT,desktop,2291,156,1658
1970-01-01 00:00:00.020220908,DE,DE,mobile,2286,41,1455
1970-01-01 00:00:00.020220830,NL,US,mobile,2283,35,1175
1970-01-01 00:00:00.020220822,NL,US,mobile,2276,42,1089
1970-01-01 00:00:00.020220914,DE,DE,mobile,2268,46,1497
1970-01-01 00:00:00.020220923,NO,NO,desktop,2268,196,1524
1970-01-01 00:00:00.020220910,DE,DE,mobile,2262,39,1437
1970-01-01 00:00:00.020220916,NO,NO,desktop,2261,187,1531
1970-01-01 00:00:00.020220824,IT,IT,desktop,2258,125,1624
1970-01-01 00:00:00.020220913,NL,US,mobile,2245,36,1155
1970-01-01 00:00:00.020220903,DE,DE,mobile,2243,33,1390
1970-01-01 00:00:00.020220909,NL,US,mobile,2238,33,1109
1970-01-01 00:00:00.020220829,DE,DE,mobile,2235,45,1380
1970-01-01 00:00:00.020220824,DE,DE,mobile,2234,42,1343
1970-01-01 00:00:00.020220909,IT,IT,desktop,2228,165,1604
1970-01-01 00:00:00.020220916,DE,DE,mobile,2210,23,1307
1970-01-01 00:00:00.020220925,NO,NO,desktop,2202,197,1597
1970-01-01 00:00:00.020220909,NO,NO,desktop,2197,217,1575
1970-01-01 00:00:00.020220919,NL,US,mobile,2187,31,1111
1970-01-01 00:00:00.020220902,NO,NO,desktop,2182,217,1516
1970-01-01 00:00:00.020220929,DE,DE,mobile,2182,34,1290
1970-01-01 00:00:00.020220825,DE,DE,mobile,2180,47,1345
1970-01-01 00:00:00.020220915,NL,US,mobile,2174,21,1102
1970-01-01 00:00:00.020220922,IT,IT,desktop,2172,137,1569
1970-01-01 00:00:00.020220913,DE,DE,mobile,2165,36,1400
1970-01-01 00:00:00.020220904,NO,NO,desktop,2157,218,1619
1970-01-01 00:00:00.020220826,NO,NO,desktop,2152,198,1586
1970-01-01 00:00:00.020220825,IT,IT,desktop,2145,111,1547
1970-01-01 00:00:00.020220916,IT,IT,desktop,2145,126,1528
1970-01-01 00:00:00.020220915,DE,DE,mobile,2143,47,1433
1970-01-01 00:00:00.020220907,DE,DE,mobile,2136,55,1387
1970-01-01 00:00:00.020220925,NL,US,mobile,2112,33,1082
1970-01-01 00:00:00.020220827,DE,DE,mobile,2109,47,1269
1970-01-01 00:00:00.020220825,NL,US,mobile,2098,27,1019
1970-01-01 00:00:00.020220928,DE,DE,mobile,2097,46,1365
1970-01-01 00:00:00.020220910,NL,US,mobile,2090,32,1015
1970-01-01 00:00:00.020220923,IT,IT,desktop,2074,126,1439
1970-01-01 00:00:00.020220826,NL,US,mobile,2070,36,1000
1970-01-01 00:00:00.020220919,DE,DE,mobile,2068,34,1298
1970-01-01 00:00:00.020220920,DE,DE,mobile,2067,38,1326
1970-01-01 00:00:00.020220826,DE,DE,mobile,2057,33,1236
1970-01-01 00:00:00.020220921,NL,US,mobile,2047,38,1066
1970-01-01 00:00:00.020220909,DE,DE,mobile,2042,30,1220
1970-01-01 00:00:00.020220927,DE,DE,mobile,1998,45,1316
1970-01-01 00:00:00.020220826,IT,IT,desktop,1992,114,1394
1970-01-01 00:00:00.020220921,DE,DE,mobile,1986,41,1323
1970-01-01 00:00:00.020220926,DE,DE,mobile,1985,31,1285
1970-01-01 00:00:00.020220914,NL,US,mobile,1982,38,1036
1970-01-01 00:00:00.020220918,NO,NO,desktop,1973,181,1479
1970-01-01 00:00:00.020220828,NO,NO,mobile,1962,43,1367
1970-01-01 00:00:00.020220911,NO,NO,desktop,1960,194,1451
1970-01-01 00:00:00.020220924,DE,DE,mobile,1949,31,1253
1970-01-01 00:00:00.020220926,NL,US,mobile,1944,21,972
1970-01-01 00:00:00.020220902,NL,US,mobile,1930,30,882
1970-01-01 00:00:00.020220901,IT,IT,mobile,1899,27,1363
1970-01-01 00:00:00.020220904,IT,IT,mobile,1888,26,1382
1970-01-01 00:00:00.020220923,NL,US,mobile,1882,23,829
1970-01-01 00:00:00.020220905,IT,IT,mobile,1867,26,1294
1970-01-01 00:00:00.020220907,NL,US,mobile,1863,18,992
1970-01-01 00:00:00.020220925,NO,NO,mobile,1835,36,1231
1970-01-01 00:00:00.020220922,NL,US,mobile,1830,29,960
1970-01-01 00:00:00.020220831,IT,IT,mobile,1822,19,1293
1970-01-01 00:00:00.020220927,NL,US,mobile,1815,31,895
1970-01-01 00:00:00.020220929,NL,US,mobile,1811,21,849
1970-01-01 00:00:00.020220904,NO,NO,mobile,1808,34,1268
1970-01-01 00:00:00.020220906,IT,IT,mobile,1785,19,1295
1970-01-01 00:00:00.020220922,DE,DE,mobile,1775,31,1132
1970-01-01 00:00:00.020220902,IT,IT,mobile,1761,21,1252
1970-01-01 00:00:00.020220828,IT,IT,mobile,1741,21,1265
1970-01-01 00:00:00.020220923,DE,DE,mobile,1734,31,1089
1970-01-01 00:00:00.020220830,IT,IT,mobile,1733,27,1184
1970-01-01 00:00:00.020220822,IT,IT,mobile,1717,24,1162
1970-01-01 00:00:00.020220911,NO,NO,mobile,1716,41,1135
1970-01-01 00:00:00.020220918,NO,NO,mobile,1715,34,1161
1970-01-01 00:00:00.020220907,IT,IT,mobile,1713,19,1227
1970-01-01 00:00:00.020220827,IT,IT,mobile,1702,25,1173
1970-01-01 00:00:00.020220928,NL,US,mobile,1679,31,842
1970-01-01 00:00:00.020220823,IT,IT,mobile,1670,21,1161
1970-01-01 00:00:00.020220924,NL,US,mobile,1659,20,750
1970-01-01 00:00:00.020220911,IT,IT,mobile,1655,30,1193
1970-01-01 00:00:00.020220824,IT,IT,mobile,1645,28,1139
1970-01-01 00:00:00.020220825,IT,IT,mobile,1637,19,1129
1970-01-01 00:00:00.020220903,IT,IT,mobile,1630,14,1193
1970-01-01 00:00:00.020220829,IT,IT,mobile,1621,20,1137
